Sexo;Edad;Periodo;Total
Mujeres;61 años;2046;367.607,967047
Mujeres;61 años;2045;373.179,754837
Mujeres;61 años;2044;385.192,78798
Mujeres;61 años;2043;394.256,322838
Mujeres;61 años;2042;406.228,628281
Mujeres;61 años;2041;412.794,90962
Mujeres;61 años;2040;424.545,140442
Mujeres;61 años;2039;425.499,207668
Mujeres;61 años;2038;430.751,305436
Mujeres;61 años;2037;424.607,555701
Mujeres;61 años;2036;420.601,169638
Mujeres;61 años;2035;409.030,121701
Mujeres;61 años;2034;405.823,966776
Mujeres;61 años;2033;398.265,896823
Mujeres;61 años;2032;391.751,969134
Mujeres;61 años;2031;386.541,748335
Mujeres;61 años;2030;382.238,562781
Mujeres;61 años;2029;383.322,716094
Mujeres;61 años;2028;372.188,323478
Mujeres;61 años;2027;368.293,472924
Mujeres;61 años;2026;370.771,310947
Mujeres;61 años;2025;350.504,048311
Mujeres;61 años;2024;337.889
Mujeres;62 años;2074;387.662,440834
Mujeres;62 años;2073;391.782,738444
Mujeres;62 años;2072;394.211,081437
Mujeres;62 años;2071;403.574,829278
Mujeres;62 años;2070;394.904,658822
Mujeres;62 años;2069;392.114,220743
Mujeres;62 años;2068;387.745,722711
Mujeres;62 años;2067;384.755,340347
Mujeres;62 años;2066;380.671,609285
Mujeres;62 años;2065;371.079,725963
Mujeres;62 años;2064;367.884,191223
Mujeres;62 años;2063;364.877,969938
Mujeres;62 años;2062;358.481,454816
Mujeres;62 años;2061;349.894,9247
Mujeres;62 años;2060;351.741,142483
Mujeres;62 años;2059;347.648,545003
Mujeres;62 años;2058;345.438,92792
Mujeres;62 años;2057;345.623,776929
Mujeres;62 años;2056;349.558,147241
Mujeres;62 años;2055;353.470,142033
Mujeres;62 años;2054;348.787,455764
Mujeres;62 años;2053;349.068,971579
Mujeres;62 años;2052;350.168,714083
Mujeres;62 años;2051;351.277,988612
Mujeres;62 años;2050;351.587,192276
Mujeres;62 años;2049;355.108,375353
Mujeres;62 años;2048;359.817,064759
Mujeres;62 años;2047;366.526,688068
Mujeres;62 años;2046;372.089,424929
Mujeres;62 años;2045;384.043,953546
Mujeres;62 años;2044;393.089,800792
Mujeres;62 años;2043;405.011,621086
Mujeres;62 años;2042;411.576,025853
Mujeres;62 años;2041;423.303,585568
Mujeres;62 años;2040;424.279,18794
Mujeres;62 años;2039;429.537,915619
Mujeres;62 años;2038;423.448,974067
Mujeres;62 años;2037;419.476,037241
Mujeres;62 años;2036;408.005,55559
Mujeres;62 años;2035;404.845,726411
Mujeres;62 años;2034;397.403,83385
Mujeres;62 años;2033;391.008,676968
Mujeres;62 años;2032;385.987,992182
Mujeres;62 años;2031;381.865,877344
Mujeres;62 años;2030;383.185,066786
Mujeres;62 años;2029;372.394,179708
Mujeres;62 años;2028;368.782,883405
Mujeres;62 años;2027;371.516,798922
Mujeres;62 años;2026;351.558,074392
Mujeres;62 años;2025;339.064,589211
Mujeres;62 años;2024;329.392
Mujeres;63 años;2074;390.601,728959
Mujeres;63 años;2073;393.023,492956
Mujeres;63 años;2072;402.348,725846
Mujeres;63 años;2071;393.686,38043
Mujeres;63 años;2070;390.879,090609
Mujeres;63 años;2069;386.486,643415
Mujeres;63 años;2068;383.463,459084
Mujeres;63 años;2067;379.363,124693
Mujeres;63 años;2066;369.783,152861
Mujeres;63 años;2065;366.568,07238
Mujeres;63 años;2064;363.526,869164
Mujeres;63 años;2063;357.128,677398
Mujeres;63 años;2062;348.561,716489
Mujeres;63 años;2061;350.386,264988
Mujeres;63 años;2060;346.305,19924
Mujeres;63 años;2059;344.098,033048
Mujeres;63 años;2058;344.288,301274
Mujeres;63 años;2057;348.230,597057
Mujeres;63 años;2056;352.143,933335
Mujeres;63 años;2055;347.499,05087
Mujeres;63 años;2054;347.780,421361
Mujeres;63 años;2053;348.878,850218
Mujeres;63 años;2052;349.992,092933
Mujeres;63 años;2051;350.316,648682
Mujeres;63 años;2050;353.836,399073
Mujeres;63 años;2049;358.537,618143
Mujeres;63 años;2048;365.221,787657
Mujeres;63 años;2047;370.775,007131
Mujeres;63 años;2046;382.669,246706
Mujeres;63 años;2045;391.696,267169
Mujeres;63 años;2044;403.569,777086
Mujeres;63 años;2043;410.131,648691
Mujeres;63 años;2042;421.834,719642
Mujeres;63 años;2041;422.831,611757
Mujeres;63 años;2040;428.094,557544
Mujeres;63 años;2039;422.057,958191
Mujeres;63 años;2038;418.112,195924
Mujeres;63 años;2037;406.732,006114
Mujeres;63 años;2036;403.600,849482
Mujeres;63 años;2035;396.249,831913
Mujeres;63 años;2034;389.940,350078
Mujeres;63 años;2033;385.066,16184
Mujeres;63 años;2032;381.077,916588
Mujeres;63 años;2031;382.580,254012
Mujeres;63 años;2030;372.087,723573
Mujeres;63 años;2029;368.732,966265
Mujeres;63 años;2028;371.727,386913
Mujeres;63 años;2027;352.143,155829
Mujeres;63 años;2026;339.924,57777
Mujeres;63 años;2025;330.435,760557
Mujeres;63 años;2024;329.638
Mujeres;64 años;2074;391.571,105509
Mujeres;64 años;2073;400.867,670329
Mujeres;64 años;2072;392.217,515984
Mujeres;64 años;2071;389.393,075408
Mujeres;64 años;2070;384.976,213583
Mujeres;64 años;2069;381.920,369398
Mujeres;64 años;2068;377.805,184561
Mujeres;64 años;2067;368.241,174791
Mujeres;64 años;2066;365.009,892266
Mujeres;64 años;2065;361.937,197767
Mujeres;64 años;2064;355.541,445665
Mujeres;64 años;2063;346.998,201651
Mujeres;64 años;2062;348.802,66414
Mujeres;64 años;2061;344.735,461349
Mujeres;64 años;2060;342.532,392887
Mujeres;64 años;2059;342.729,164573
Mujeres;64 años;2058;346.679,809907
Mujeres;64 años;2057;350.595,162344
Mujeres;64 años;2056;345.990,711738
Mujeres;64 años;2055;346.273,905044
Mujeres;64 años;2054;347.373,129127
Mujeres;64 años;2053;348.492,589244
Mujeres;64 años;2052;348.834,961041
Mujeres;64 años;2051;352.355,09449
Mujeres;64 años;2050;357.050,330644
Mujeres;64 años;2049;363.710,065381
Mujeres;64 años;2048;369.254,828048
Mujeres;64 años;2047;381.088,798521
Mujeres;64 años;2046;390.097,445543
Mujeres;64 años;2045;401.922,875168
Mujeres;64 años;2044;408.487,64993
Mujeres;64 años;2043;420.167,105182
Mujeres;64 años;2042;421.187,905553
Mujeres;64 años;2041;426.456,684536
Mujeres;64 años;2040;420.474,631218
Mujeres;64 años;2039;416.556,109288
Mujeres;64 años;2038;405.263,476938
Mujeres;64 años;2037;402.153,182857
Mujeres;64 años;2036;394.878,822864
Mujeres;64 años;2035;388.633,995919
Mujeres;64 años;2034;383.875,414558
Mujeres;64 años;2033;379.984,249194
Mujeres;64 años;2032;381.624,785139
Mujeres;64 años;2031;371.383,387359
Mujeres;64 años;2030;368.245,011563
Mujeres;64 años;2029;371.474,43032
Mujeres;64 años;2028;352.271,949216
Mujeres;64 años;2027;340.389,776091
Mujeres;64 años;2026;331.223,777819
Mujeres;64 años;2025;330.438,909778
Mujeres;64 años;2024;319.397
Mujeres;65 años;2074;399.120,270147
Mujeres;65 años;2073;390.496,79546
Mujeres;65 años;2072;387.658,719407
Mujeres;65 años;2071;383.217,822557
Mujeres;65 años;2070;380.128,861261
Mujeres;65 años;2069;375.999,514852
Mujeres;65 años;2068;366.454,896527
Mujeres;65 años;2067;363.210,395194
Mujeres;65 años;2066;360.109,938548
Mujeres;65 años;2065;353.721,338764
Mujeres;65 años;2064;345.206,792887
Mujeres;65 años;2063;346.993,091926
Mujeres;65 años;2062;342.942,546181
Mujeres;65 años;2061;340.745,446396
Mujeres;65 años;2060;340.949,534402
Mujeres;65 años;2059;344.908,10705
Mujeres;65 años;2058;348.825,163781
Mujeres;65 años;2057;344.263,158334
Mujeres;65 años;2056;344.549,421734
Mujeres;65 años;2055;345.650,774781
Mujeres;65 años;2054;346.778,011022
Mujeres;65 años;2053;347.139,982767
Mujeres;65 años;2052;350.661,611985
Mujeres;65 años;2051;355.351,636944
Mujeres;65 años;2050;361.987,232468
Mujeres;65 años;2049;367.523,749259
Mujeres;65 años;2048;379.296,365234
Mujeres;65 años;2047;388.285,664165
Mujeres;65 años;2046;400.061,637578
Mujeres;65 años;2045;406.628,84151
Mujeres;65 años;2044;418.287,425724
Mujeres;65 años;2043;419.333,355344
Mujeres;65 años;2042;424.608,263817
Mujeres;65 años;2041;418.683,210363
Mujeres;65 años;2040;414.793,299093
Mujeres;65 años;2039;403.588,644564
Mujeres;65 años;2038;400.495,678472
Mujeres;65 años;2037;393.289,935002
Mujeres;65 años;2036;387.096,369797
Mujeres;65 años;2035;382.430,817206
Mujeres;65 años;2034;378.608,123018
Mujeres;65 años;2033;380.347,682913
Mujeres;65 años;2032;370.312,990604
Mujeres;65 años;2031;367.345,625714
Mujeres;65 años;2030;370.766,875848
Mujeres;65 años;2029;351.920,742113
Mujeres;65 años;2028;340.378,694154
Mujeres;65 años;2027;331.585,119884
Mujeres;65 años;2026;330.954,57367
Mujeres;65 años;2025;320.065,136076
Mujeres;65 años;2024;311.774
Mujeres;66 años;2074;388.515,508185
Mujeres;66 años;2073;385.677,139571
Mujeres;66 años;2072;381.216,633258
Mujeres;66 años;2071;378.094,848929
Mujeres;66 años;2070;373.951,150552
Mujeres;66 años;2069;364.428,213328
Mujeres;66 años;2068;361.172,347159
Mujeres;66 años;2067;358.047,363986
Mujeres;66 años;2066;351.670,553157
Mujeres;66 años;2065;343.190,00885
Mujeres;66 años;2064;344.960,135418
Mujeres;66 años;2063;340.929,36644
Mujeres;66 años;2062;338.740,30143
Mujeres;66 años;2061;338.952,293406
Mujeres;66 años;2060;342.917,502806
Mujeres;66 años;2059;346.834,965866
Mujeres;66 años;2058;342.316,669114
Mujeres;66 años;2057;342.606,370843
Mujeres;66 años;2056;343.710,174722
Mujeres;66 años;2055;344.845,679704
Mujeres;66 años;2054;345.228,069331
Mujeres;66 años;2053;348.751,235014
Mujeres;66 años;2052;353.435,810295
Mujeres;66 años;2051;360.046,581181
Mujeres;66 años;2050;365.574,064438
Mujeres;66 años;2049;377.283,012472
Mujeres;66 años;2048;386.250,520544
Mujeres;66 años;2047;397.974,011791
Mujeres;66 años;2046;404.541,412321
Mujeres;66 años;2045;416.175,341685
Mujeres;66 años;2044;417.250,297878
Mujeres;66 años;2043;422.529,762093
Mujeres;66 años;2042;416.663,604897
Mujeres;66 años;2041;412.803,846369
Mujeres;66 años;2040;401.689,273077
Mujeres;66 años;2039;398.612,667679
Mujeres;66 años;2038;391.471,898961
Mujeres;66 años;2037;385.322,263379
Mujeres;66 años;2036;380.734,485956
Mujeres;66 años;2035;376.959,969423
Mujeres;66 años;2034;378.767,043271
Mujeres;66 años;2033;368.901,935999
Mujeres;66 años;2032;366.062,984669
Mujeres;66 años;2031;369.627,917225
Mujeres;66 años;2030;351.098,854731
Mujeres;66 años;2029;339.869,280561
Mujeres;66 años;2028;331.443,164389
Mujeres;66 años;2027;331.019,757895
Mujeres;66 años;2026;320.408,665022
Mujeres;66 años;2025;312.197,320785
Mujeres;66 años;2024;303.739
Mujeres;67 años;2074;383.441,689917
Mujeres;67 años;2073;378.976,501575
Mujeres;67 años;2072;375.826,727515
Mujeres;67 años;2071;371.669,578106
Mujeres;67 años;2070;362.170,219971
Mujeres;67 años;2069;358.903,843126
Mujeres;67 años;2068;355.756,903272
Mujeres;67 años;2067;349.396,231057
Mujeres;67 años;2066;340.955,143797
Mujeres;67 años;2065;342.711,311576
Mujeres;67 años;2064;338.704,079238
Mujeres;67 años;2063;336.525,793348
Mujeres;67 años;2062;336.746,723697
Mujeres;67 años;2061;340.717,297253
Mujeres;67 años;2060;344.633,753063
Mujeres;67 años;2059;340.160,381877
Mujeres;67 años;2058;340.453,684486
Mujeres;67 años;2057;341.559,951943
Mujeres;67 años;2056;342.703,807394
Mujeres;67 años;2055;343.106,988794
Mujeres;67 años;2054;346.631,398653
Mujeres;67 años;2053;351.310,020243
Mujeres;67 años;2052;357.895,2294
Mujeres;67 años;2051;363.412,878176
Mujeres;67 años;2050;375.056,006413
Mujeres;67 años;2049;383.999,252793
Mujeres;67 años;2048;395.667,289605
Mujeres;67 años;2047;402.232,461561
Mujeres;67 años;2046;413.837,559674
Mujeres;67 años;2045;414.940,898709
Mujeres;67 años;2044;420.227,460176
Mujeres;67 años;2043;414.422,230576
Mujeres;67 años;2042;410.594,8262
Mujeres;67 años;2041;399.573,713478
Mujeres;67 años;2040;396.514,893816
Mujeres;67 años;2039;389.439,072439
Mujeres;67 años;2038;383.331,287263
Mujeres;67 años;2037;378.812,833711
Mujeres;67 años;2036;375.074,591667
Mujeres;67 años;2035;376.927,057095
Mujeres;67 años;2034;367.204,015824
Mujeres;67 años;2033;364.459,075233
Mujeres;67 años;2032;368.124,211156
Mujeres;67 años;2031;349.870,790002
Mujeres;67 años;2030;338.913,133332
Mujeres;67 años;2029;330.820,814889
Mujeres;67 años;2028;330.605,67368
Mujeres;67 años;2027;320.316,816568
Mujeres;67 años;2026;312.309,151887
Mujeres;67 años;2025;303.967,443891
Mujeres;67 años;2024;282.068
Mujeres;68 años;2074;376.486,850117
Mujeres;68 años;2073;373.324,453184
Mujeres;68 años;2072;369.159,313275
Mujeres;68 años;2071;359.686,75491
Mujeres;68 años;2070;356.410,23821
Mujeres;68 años;2069;353.243,042327
Mujeres;68 años;2068;346.902,092958
Mujeres;68 años;2067;338.505,607675
Mujeres;68 años;2066;340.249,784612
Mujeres;68 años;2065;336.270,201857
Mujeres;68 años;2064;334.106,038326
Mujeres;68 años;2063;334.337,444627
Mujeres;68 años;2062;338.312,315108
Mujeres;68 años;2061;342.226,489782
Mujeres;68 años;2060;337.799,477892
Mujeres;68 años;2059;338.096,55935
Mujeres;68 años;2058;339.205,057324
Mujeres;68 años;2057;340.356,982585
Mujeres;68 años;2056;340.780,86676
Mujeres;68 años;2055;344.305,700472
Mujeres;68 años;2054;348.977,448525
Mujeres;68 años;2053;355.536,021481
Mujeres;68 años;2052;361.042,807104
Mujeres;68 años;2051;372.617,812033
Mujeres;68 años;2050;381.534,138468
Mujeres;68 años;2049;393.143,605746
Mujeres;68 años;2048;399.703,883291
Mujeres;68 años;2047;411.275,46674
Mujeres;68 años;2046;412.406,200765
Mujeres;68 años;2045;417.697,356906
Mujeres;68 años;2044;411.959,167755
Mujeres;68 años;2043;408.166,213686
Mujeres;68 años;2042;397.242,203592
Mujeres;68 años;2041;394.203,421674
Mujeres;68 años;2040;387.194,242791
Mujeres;68 años;2039;381.129,205446
Mujeres;68 años;2038;376.675,996528
Mujeres;68 años;2037;372.968,059312
Mujeres;68 años;2036;374.851,07516
Mujeres;68 años;2035;365.251,347921
Mujeres;68 años;2034;362.574,666635
Mujeres;68 años;2033;366.303,833987
Mujeres;68 años;2032;348.289,263493
Mujeres;68 años;2031;337.561,107397
Mujeres;68 años;2030;329.757,028832
Mujeres;68 años;2029;329.723,434634
Mujeres;68 años;2028;319.751,832954
Mujeres;68 años;2027;311.991,966813
Mujeres;68 años;2026;303.877,139357
Mujeres;68 años;2025;282.186,776612
Mujeres;68 años;2024;273.462
Mujeres;69 años;2074;370.567,510091
Mujeres;69 años;2073;366.410,249891
Mujeres;69 años;2072;356.972,449368
Mujeres;69 años;2071;353.687,250912
Mujeres;69 años;2070;350.501,055419
Mujeres;69 años;2069;344.182,514994
Mujeres;69 años;2068;335.835,09393
Mujeres;69 años;2067;337.568,508196
Mujeres;69 años;2066;333.620,693589
Mujeres;69 años;2065;331.474,34898
Mujeres;69 años;2064;331.718,275915
Mujeres;69 años;2063;335.696,748414
Mujeres;69 años;2062;339.607,768456
Mujeres;69 años;2061;335.229,23188
Mujeres;69 años;2060;335.530,613962
Mujeres;69 años;2059;336.641,255711
Mujeres;69 años;2058;337.800,902667
Mujeres;69 años;2057;338.245,282362
Mujeres;69 años;2056;341.769,446462
Mujeres;69 años;2055;346.433,119805
Mujeres;69 años;2054;352.963,820778
Mujeres;69 años;2053;358.458,664263
Mujeres;69 años;2052;369.963,223619
Mujeres;69 años;2051;378.850,12327
Mujeres;69 años;2050;390.398,152286
Mujeres;69 años;2049;396.951,273679
Mujeres;69 años;2048;408.484,916183
Mujeres;69 años;2047;409.642,572502
Mujeres;69 años;2046;414.936,1447
Mujeres;69 años;2045;409.267,257402
Mujeres;69 años;2044;405.515,614984
Mujeres;69 años;2043;394.693,270935
Mujeres;69 años;2042;391.677,930252
Mujeres;69 años;2041;384.738,879316
Mujeres;69 años;2040;378.720,152919
Mujeres;69 años;2039;374.332,021606
Mujeres;69 años;2038;370.653,703372
Mujeres;69 años;2037;372.559,395524
Mujeres;69 años;2036;363.072,933106
Mujeres;69 años;2035;360.448,385665
Mujeres;69 años;2034;364.215,571389
Mujeres;69 años;2033;346.412,196401
Mujeres;69 años;2032;335.877,319135
Mujeres;69 años;2031;328.316,756553
Mujeres;69 años;2030;328.428,851197
Mujeres;69 años;2029;318.746,239835
Mujeres;69 años;2028;311.233,715508
Mujeres;69 años;2027;303.383,433622
Mujeres;69 años;2026;282.007,990943
Mujeres;69 años;2025;273.372,698206
Mujeres;69 años;2024;260.634
Mujeres;70 años;2074;363.384,971285
Mujeres;70 años;2073;353.999,70029
Mujeres;70 años;2072;350.710,661682
Mujeres;70 años;2071;347.506,778864
Mujeres;70 años;2070;341.212,058256
Mujeres;70 años;2069;332.916,588466
Mujeres;70 años;2068;334.638,173838
Mujeres;70 años;2067;330.724,900609
Mujeres;70 años;2066;328.598,997121
Mujeres;70 años;2065;328.856,595903
Mujeres;70 años;2064;332.836,994936
Mujeres;70 años;2063;336.743,018578
Mujeres;70 años;2062;332.414,911575
Mujeres;70 años;2061;332.720,274369
Mujeres;70 años;2060;333.831,809246
Mujeres;70 años;2059;334.997,454343
Mujeres;70 años;2058;335.460,591966
Mujeres;70 años;2057;338.980,952712
Mujeres;70 años;2056;343.633,019764
Mujeres;70 años;2055;350.131,919471
Mujeres;70 años;2054;355.611,224496
Mujeres;70 años;2053;367.039,522878
Mujeres;70 años;2052;375.891,425246
Mujeres;70 años;2051;387.371,564118
Mujeres;70 años;2050;393.912,433742
Mujeres;70 años;2049;405.399,912616
Mujeres;70 años;2048;406.581,712788
Mujeres;70 años;2047;411.872,282372
Mujeres;70 años;2046;406.273,415648
Mujeres;70 años;2045;402.563,558573
Mujeres;70 años;2044;391.850,458701
Mujeres;70 años;2043;388.859,148598
Mujeres;70 años;2042;381.992,008603
Mujeres;70 años;2041;376.021,6864
Mujeres;70 años;2040;371.697,594174
Mujeres;70 años;2039;368.047,986941
Mujeres;70 años;2038;369.968,369282
Mujeres;70 años;2037;360.589,509173
Mujeres;70 años;2036;358.004,657229
Mujeres;70 años;2035;361.786,903801
Mujeres;70 años;2034;344.176,886011
Mujeres;70 años;2033;333.806,116756
Mujeres;70 años;2032;326.448,459846
Mujeres;70 años;2031;326.665,579484
Mujeres;70 años;2030;317.234,076438
Mujeres;70 años;2029;309.943,976808
Mujeres;70 años;2028;302.352,630642
Mujeres;70 años;2027;281.333,197614
Mujeres;70 años;2026;272.884,980143
Mujeres;70 años;2025;260.281,113737
Mujeres;70 años;2024;258.431
Mujeres;71 años;2074;350.727,033345
Mujeres;71 años;2073;347.449,828119
Mujeres;71 años;2072;344.234,517942
Mujeres;71 años;2071;337.966,982249
Mujeres;71 años;2070;329.726,907365
Mujeres;71 años;2069;331.434,907087
Mujeres;71 años;2068;327.558,908006
Mujeres;71 años;2067;325.456,358002
Mujeres;71 años;2066;325.729,419608
Mujeres;71 años;2065;329.710,959014
Mujeres;71 años;2064;333.611,360744
Mujeres;71 años;2063;329.337,506178
Mujeres;71 años;2062;329.648,0732
Mujeres;71 años;2061;330.760,696944
Mujeres;71 años;2060;331.931,943735
Mujeres;71 años;2059;332.413,379816
Mujeres;71 años;2058;335.927,807723
Mujeres;71 años;2057;340.565,713733
Mujeres;71 años;2056;347.029,808496
Mujeres;71 años;2055;352.491,086904
Mujeres;71 años;2054;363.838,428175
Mujeres;71 años;2053;372.651,265121
Mujeres;71 años;2052;384.058,767977
Mujeres;71 años;2051;390.584,430017
Mujeres;71 años;2050;402.019,870691
Mujeres;71 años;2049;403.225,59309
Mujeres;71 años;2048;408.510,388351
Mujeres;71 años;2047;402.984,80878
Mujeres;71 años;2046;399.319,656827
Mujeres;71 años;2045;388.721,699812
Mujeres;71 años;2044;385.761,773301
Mujeres;71 años;2043;378.971,208098
Mujeres;71 años;2042;373.054,488332
Mujeres;71 años;2041;368.797,289297
Mujeres;71 años;2040;365.180,036987
Mujeres;71 años;2039;367.113,427692
Mujeres;71 años;2038;357.843,474053
Mujeres;71 años;2037;355.294,611743
Mujeres;71 años;2036;359.080,031059
Mujeres;71 años;2035;341.655,573312
Mujeres;71 años;2034;331.430,95136
